date,consumption_kWh,temperature_hourly,temperature_day_mean,hour,weekday,month,day,season,hour_sin,hour_cos,weekday_sin,weekday_cos,month_sin,month_cos,temp_yesterday,temp_day_before_yesterday,temp_trend,temperature_day_mean_smoothed,temp_rolling_24h,is_heating_period,is_holiday,is_weekend
2023-09-03 02:00:00,0.3230348407091863,15.55705189599712,17.197378273486958,2,6,9,3,Autumn,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,18.2381542994403,14.827535007323037,3.4106192921172624,17.945321078946424,18.550453841866315,0,0,True
2023-09-03 03:00:00,0.3564481607962165,14.94876241053884,17.197378273486958,3,6,9,3,Autumn,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,18.2381542994403,14.827535007323037,3.4106192921172624,17.869764578204403,18.581561289900684,0,0,True
2023-09-03 04:00:00,0.251430404063445,14.163599105398273,17.197378273486958,4,6,9,3,Autumn,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,18.2381542994403,14.827535007323037,3.4106192921172624,17.791892561544675,18.567295347326446,0,0,True
2023-09-03 05:00:00,0.231652258913439,13.469580774306365,17.197378273486958,5,6,9,3,Autumn,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,18.2381542994403,14.827535007323037,3.4106192921172624,17.712636865786056,18.519202956232796,0,0,True
2023-09-03 06:00:00,0.3829467041060127,13.148545028896557,17.197378273486958,6,6,9,3,Autumn,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,18.2381542994403,14.827535007323037,3.4106192921172624,17.632929327747362,18.459451487556176,0,0,True
2023-09-03 07:00:00,0.4065630965011195,13.143140743009733,17.197378273486958,7,6,9,3,Autumn,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,18.2381542994403,14.827535007323037,3.4106192921172624,17.553701784247387,18.373871436610223,0,0,True
2023-09-03 08:00:00,0.3833854658327441,14.081017273678189,17.197378273486958,8,6,9,3,Autumn,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,18.2381542994403,14.827535007323037,3.4106192921172624,17.475886072104966,18.281205927355863,0,0,True
2023-09-03 09:00:00,0.4211261364762199,15.13307164499359,17.197378273486958,9,6,9,3,Autumn,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,18.2381542994403,14.827535007323037,3.4106192921172624,17.400414028138897,18.160995001880718,0,0,True
2023-09-03 10:00:00,0.8529248364300729,16.046149712662967,17.197378273486958,10,6,9,3,Autumn,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,18.2381542994403,14.827535007323037,3.4106192921172624,17.328217489167997,18.03085991431068,0,0,True
2023-09-03 11:00:00,0.3895113724044378,17.68448961989293,17.197378273486958,11,6,9,3,Autumn,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,18.2381542994403,14.827535007323037,3.4106192921172624,17.26022829201108,17.910888318879568,0,0,True
2023-09-03 12:00:00,0.407488441163848,18.88514032043206,17.197378273486958,12,6,9,3,Autumn,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,18.2381542994403,14.827535007323037,3.4106192921172624,17.197378273486958,17.787794446411308,0,0,True
2023-09-03 13:00:00,1.0180261669931967,20.695014104823763,17.197378273486958,13,6,9,3,Autumn,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,18.2381542994403,14.827535007323037,3.4106192921172624,17.140450433949724,17.698175251567648,0,0,True
